raw_venue_string,canonical_venue,altitude_m,altitude_source,confidence,notes
"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)","L'Anneau-Halle d'Athletisme de Metz, Metz",176,llm_gemini_v4,high,Altitude derived from topographic data for the venue's specific address in Metz.
"Yecheon Stadium, Yecheon (KOR)","Yecheon Stadium, Yecheon",58,llm_gemini_v4,high,"Altitude derived from topographic map data for the specific location of Yecheon Stadium (Yecheon-gun, Gyeongsangbuk-do, South Korea)."
"Tsirio Stadium, Limassol (CYP)","Tsirio Stadium, Limassol",28,llm_gemini_v4,high,"Altitude derived from digital elevation models using the stadium's specific geographic coordinates (approx. 34.705° N, 33.035° E)."
"Green Point Stadium, Cape Town (RSA)","Green Point Stadium, Cape Town",9,llm_gemini_v4,high,"Based on topographic data for the stadium's specific location in Green Point, which is situated near sea level."
"Parque Municipal, Valdivia (CHI)","Parque Municipal, Valdivia",5,llm_gemini_v4,high,Valdivia is a low-lying coastal city. Topographic data for the specific location of the athletics track within the Parque Municipal confirms an altitude of approximately 5 meters above sea level.
"Pista de Atletismo da UNIFOR, Fortaleza (BRA)","Pista de Atletismo da UNIFOR, Fortaleza",25,llm_gemini_v4,high,"The venue is the athletics track at the University of Fortaleza (UNIFOR). Elevation data for the university campus coordinates (-3.768° S, -38.481° W) indicates an altitude of approximately 25m, which is consistent with the general elevation of the coastal city of Fortaleza."
"Truman Bodden Sports Complex, George Town (CAY)","Truman Bodden Sports Complex, George Town",2,llm_gemini_v4,high,The venue is located in the low-lying coastal capital of the Cayman Islands. Topographical data for the stadium's specific coordinates confirms an elevation of approximately 2 meters above sea level.
"Stadion Park Mladeži, Split (CRO)","Stadion Park Mladezi, Split",12,llm_gemini_v4,high,"Altitude derived from topographic map data for the stadium's specific coordinates (approx. 43.5165° N, 16.4453° E) in the coastal city of Split."
"Villa Gentile, Genova (ITA)","Villa Gentile, Genoa",19,llm_gemini_v4,high,Altitude derived from topographic map data for the specific coordinates of the Stadio di Atletica Leggera Villa Gentile.
"Stade Marc Nasseau, St-Denis-Réunion (FRA)","Stade Marc Nasseau, Saint-Denis, Réunion",8,llm_gemini_v4,high,"Altitude derived from topographic data for the stadium's specific coordinates in Saint-Denis, Réunion, which is located on the coast."
"Parque Olímpico Pista De Atletismo, Luque, Asunción (PAR)","Parque Olimpico Pista de Atletismo, Asuncion",118,llm_gemini_v4,high,"Elevation derived from topographic data for the venue's specific coordinates (-25.258, -57.523) in Luque, within the Asunción metropolitan area."
"Gately Indoor TF Center, Chicago, IL (USA)","Gately Indoor TF Center, Chicago",183,llm_gemini_v4,high,"Elevation derived from topographical map data for the venue's specific address (10201 S Cottage Grove Ave, Chicago)."
"Leichtathletikhalle, Hamburg (GER)","Leichtathletikhalle, Hamburg",8,llm_gemini_v4,high,"Based on topographic data for the venue's specific location in the Alsterdorf district. Hamburg is a low-lying port city, and the ground elevation at the hall is consistently reported as approximately 8 meters."
"Sports Performance Center, Lubbock, TX (USA)","Sports Performance Center, Lubbock",992,llm_gemini_v4,high,"The venue is located at Texas Tech University in Lubbock, Texas. The city of Lubbock's elevation is well-documented at approximately 992 meters (3,256 feet) due to its location on the Llano Estacado."
"Pista de Atletismo Darwin Piñeyrúa, Montevideo (URU)","Pista de Atletismo Darwin Pineyrua, Montevideo",22,llm_gemini_v4,high,"Altitude derived from digital elevation models for the specific coordinates of the stadium in Parque Batlle, Montevideo."
"Putbosstadion, Oordegem (BEL)","Putbosstadion, Oordegem",28,llm_gemini_v4,high,"Elevation derived from topographic data for the specific coordinates of the stadium in Oordegem, Belgium."
"Grangemouth Sports Stadium, Grangemouth (GBR)","Grangemouth Sports Stadium, Grangemouth",4,llm_gemini_v4,high,Derived from topographical map data for the stadium's specific location. The venue is situated on a low-lying coastal plain near the Firth of Forth.
"PEPS de l'Université Laval, Quebec City (CAN)","PEPS de l'Universite Laval, Quebec City",106,llm_gemini_v4,high,"Elevation derived from topographic data for the specific coordinates of the PEPS/Stade TELUS-Université Laval complex, which is situated on a plateau above the city."
"Field House, Saskatoon (CAN)","Field House, Saskatoon",500,llm_gemini_v4,high,Altitude derived from topographic data for the venue's specific location on the University of Saskatchewan campus. The city of Saskatoon's average elevation is approximately 482m.
"University Stadium - U. of Manitoba, Winnipeg (CAN)","University Stadium, University of Manitoba, Winnipeg",236,llm_gemini_v4,high,"Elevation of the University of Manitoba campus in Winnipeg, where the stadium (now IG Field) is located, based on topographical data."
"Gion Stadium, Sagamihara (JPN)","Gion Stadium, Sagamihara",88,llm_gemini_v4,high,"Elevation derived from topographic map data for the stadium's specific coordinates (35.52° N, 139.39° E) in Sagamihara, Japan."
"Stade Pierre Paul Bernard, Talence (FRA)","Stade Pierre Paul Bernard, Talence",26,llm_gemini_v4,high,Altitude derived from topographical map data for the stadium's specific location in Talence.
"Stade Henri Lux, St-Etienne (FRA)","Stade Henri Lux, Saint-Etienne",535,llm_gemini_v4,high,Altitude derived from digital elevation model data for the specific coordinates of Stade Henri Lux. The city of Saint-Etienne is located at a significant elevation in the Massif Central.
"Stade Helitas, Caen (FRA)","Stade Helitas, Caen",8,llm_gemini_v4,high,"Based on the elevation of the city of Caen, which is near sea level. Topographical data for the stadium's specific location confirms an altitude of approximately 8 meters."
"Pista Atlética Eliana Gaete Lazo, Santiago de Chile (CHI)","Pista Atletica Eliana Gaete Lazo, Santiago de Chile",885,llm_gemini_v4,high,"Elevation derived from topographic data for the venue's specific coordinates at the San Carlos de Apoquindo complex, which is located in the foothills of the Andes and is significantly higher than the Santiago city center."
"Pista de Atletismo Río Esgueva,, Valladolid (ESP)","Pista de Atletismo Rio Esgueva, Valladolid",694,llm_gemini_v4,high,"Altitude derived from topographic data for the venue's specific coordinates (approx. 41.65° N, 4.71° W), consistent with the city of Valladolid's average elevation of ~700m."
"Randal Tyson Indoor Center, Fayetteville, AR (USA)","Randal Tyson Indoor Center, Fayetteville",410,llm_gemini_v4,high,The venue is located on the University of Arkansas campus in Fayetteville. Topographic map data for the venue's specific coordinates consistently shows an elevation of approximately 410 meters.
"Stade des Maradas, Cergy-Pontoise (FRA)","Stade des Maradas, Cergy-Pontoise",48,llm_gemini_v4,high,Altitude derived from topographic map data for the stadium's specific coordinates in Pontoise.
"Tom Kelly Athletics Track, Doncaster, Melbourne (AUS)","Tom Kelly Athletics Track, Doncaster, Melbourne",124,llm_gemini_v4,high,"Elevation derived from topographic data for the specific coordinates of the track in Rieschiecks Reserve, Doncaster, a hilly suburb of Melbourne."
"Munster Technological University Track, Cork (IRL)","Munster Technological University Track, Cork",23,llm_gemini_v4,high,Elevation data for the specific coordinates of the MTU Bishopstown campus athletics track.
"Palazzetto dello Sport F.Dozio, Saronno (ITA)","Palazzetto dello Sport F. Dozio, Saronno",212,llm_gemini_v4,high,"Based on the official elevation of the city of Saronno, Italy, which is consistently reported as 212m. The venue is located within the city limits in a relatively flat area."
"Slottsskogsvallen, Göteborg (SWE)","Slottsskogsvallen, Gothenburg",23,llm_gemini_v4,high,Altitude derived from topographic map data for the specific coordinates of the Slottsskogsvallen stadium.
"Stadion Eggenberg, Graz (AUT)","Stadion Eggenberg, Graz",368,llm_gemini_v4,high,"Derived from digital elevation models for the specific coordinates of the stadium in the Eggenberg district of Graz, which is slightly higher than the city's average elevation."
"Pista de Atletismo do Estádio João Paulo II, Angra do Heroismo (POR)","Pista de Atletismo do Estadio Joao Paulo II, Angra do Heroismo",33,llm_gemini_v4,high,"Elevation derived from topographic data for the specific coordinates of the stadium (approx. 38.665° N, 27.225° W)."
"Hartwig-Gauder-Halle, Erfurt (GER)","Hartwig-Gauder-Halle, Erfurt",219,llm_gemini_v4,high,"Elevation for the venue's location in Erfurt, Germany, derived from digital elevation models. The indoor hall is part of the Steigerwaldstadion complex."
"Estadio Enrique Lopez Cuenca, Nerja (ESP)","Estadio Enrique Lopez Cuenca, Nerja",40,llm_gemini_v4,high,"Altitude derived from topographic map data for the specific coordinates of the stadium (approx. 36.755° N, 3.865° W)."
"Uniwersytetu Warmińsko-Mazurskiego, Olsztyn (POL)","Stadion Uniwersytecki, Olsztyn",115,llm_gemini_v4,high,Elevation derived from topographic data for the specific coordinates of the Stadion UWM w Olsztynie (University of Warmia and Mazury Stadium) in Olsztyn.
"CrossPlex Athletic Facility, Birmingham, AL (USA)","CrossPlex Athletic Facility, Birmingham",177,llm_gemini_v4,high,"Elevation derived from topographic data for the venue's specific address (2337 Bessemer Rd, Birmingham, AL)."
"National Stadium, Serres (GRE)","National Stadium, Serres",35,llm_gemini_v4,high,The city of Serres is located in a plain with a well-documented elevation of approximately 35 meters. Topographic data for the stadium's specific location confirms this altitude.
"LAM, Klaipėda (LTU)","Klaipeda Athletics Arena, Klaipeda",3,llm_gemini_v4,high,"LAM is the abbreviation for Lengvosios Atletikos Maniežas (Athletics Arena). The venue is the Klaipeda Athletics Arena. Altitude is based on topographic data for the venue's specific address in the port city of Klaipėda, which is at sea level."
"Takebishi Stadium, Kyoto (JPN)","Takebishi Stadium, Kyoto",30,llm_gemini_v4,high,Altitude derived from topographic map data for the specific location of the stadium (also known as Nishikyogoku Athletic Stadium) in the Ukyō-ku ward of Kyoto.
"National Indoor Athletics Centre, Cardiff (GBR)","National Indoor Athletics Centre, Cardiff",48,llm_gemini_v4,high,Altitude derived from topographic data for the venue's specific location on the Cyncoed Campus of Cardiff Metropolitan University.
"Campo Comunale, Mariano Comense (ITA)","Campo Comunale, Mariano Comense",257,llm_gemini_v4,high,"Elevation derived from topographic data for the specific location of the sports facility in Mariano Comense, Italy."
"Convention Center, Albuquerque, NM (USA)","Convention Center, Albuquerque",1517,llm_gemini_v4,high,Altitude sourced from the World Athletics venue profile for the Albuquerque Convention Center (venue code ALB).
"BOK Csarnok, Budapest (HUN)","BOK Csarnok, Budapest",108,llm_gemini_v4,high,"Altitude based on topographic map data for the venue's specific address. As an indoor arena, the ground elevation is used."
"Agios Kosmas Training Center, Elliniko, Athina (GRE)","Agios Kosmas Training Center, Elliniko, Athens",5,llm_gemini_v4,high,"The Agios Kosmas National Sports Centre is located in the coastal suburb of Elliniko, Athens, directly adjacent to the Saronic Gulf. Topographic maps confirm its elevation is just a few meters above sea level."
"Rannastaadion, Pärnu (EST)","Rannastaadion, Pärnu",4,llm_gemini_v4,high,"The venue's name translates to 'Beach Stadium' and it is located in the coastal city of Pärnu, adjacent to the Baltic Sea. Topographic data for the stadium's specific coordinates confirms an elevation of approximately 4 meters above sea level."
"Stade University Sherbrooke, Sherbrooke (CAN)","Stade de l'Université de Sherbrooke, Sherbrooke",245,llm_gemini_v4,high,"Altitude derived from topographic data for the stadium's specific coordinates (approx. 45.379° N, 71.927° W)."
"Hagenauer Reserve, Box Hill, Melbourne (AUS)","Hagenauer Reserve, Box Hill, Melbourne",93,llm_gemini_v4,high,"Altitude derived from topographic data for the specific location of the athletics track at Hagenauer Reserve, Box Hill."
